metric,code,label,iso,country,year,value
pisa_math,I.B1.5.4,PISA mathematics mean,URY,Uruguay,2012,409.29156
pisa_read,I.B1.5.5,PISA reading mean,URY,Uruguay,2012,411.3489
pisa_sci,I.B1.5.6,PISA science mean,URY,Uruguay,2012,415.84293
pisa_math,I.B1.5.4,PISA mathematics mean,URY,Uruguay,2015,417.99188
pisa_read,I.B1.5.5,PISA reading mean,URY,Uruguay,2015,436.57214
pisa_sci,I.B1.5.6,PISA science mean,URY,Uruguay,2015,435.36295
pisa_math,I.B1.5.4,PISA mathematics mean,URY,Uruguay,2018,417.66162
pisa_read,I.B1.5.5,PISA reading mean,URY,Uruguay,2018,427.1176
pisa_sci,I.B1.5.6,PISA science mean,URY,Uruguay,2018,425.81268
pisa_math,I.B1.5.4,PISA mathematics mean,URY,Uruguay,2022,408.71207
pisa_read,I.B1.5.5,PISA reading mean,URY,Uruguay,2022,430.3597
pisa_sci,I.B1.5.6,PISA science mean,URY,Uruguay,2022,435.38477
